date,username,to,replies,retweets,favorites,Sentiment,text,geo,mentions,hashtags,id,permalink
2020-04-10 03:05,thinksport,JayBilas,0,0,1,Negative,"It will be interesting to see if/how @NCAA survives Covid-19 & how this impacts the progress student-athletes have made. My fear centers around how many current student-athletes retain scholarships & are provided the opportunity to graduate, especially in football & basketball",,#NAME?,,1.25E+18,https://twitter.com/thinksport/status/1248445497762709505
2020-04-10 03:09,DanielWEpperson,,1,0,2,Neutral,Solid reflection written by my friend @ChaseMussard on the current medical student dilemma with Covid19. https://www.aafp.org/news/opinion/20200409guested-students.html#.Xo_hxoNuQFS.twitter …,,#NAME?,#,1.25E+18,https://twitter.com/DanielWEpperson/status/1248446897485778944
2020-04-10 03:11,SharonBiData,NWEA,1,2,6,Negative,"COVID-19 school closures' ""impacts may be larger in math than in reading and that students may return in fall 2020 with less than 50% of typical learning gains and, in some grades, nearly a full year behind what we would expect in this subject in normal conditions."" https://twitter.com/NWEA/status/1248271057657769984 …",,,,1.25E+18,https://twitter.com/SharonBiData/status/1248447862096060419
2020-04-10 03:27,xo_RaraAve,,0,0,0,Negative,"You all, this is such a tragic story. I do not know this girl personally, but this is so unfortunate. A fellow student at my university lost her parents within the span of a week from a heart attack and #COVID19 if you can donate, please do.",,,#COVID19,1.25E+18,https://twitter.com/xo_RaraAve/status/1248448440876412935
2020-04-10 03:48,BQDiocesePress,,0,2,0,Positive,Catholic School Teachers Lift Student Spirits With Drive-By Easter Parade - NET TV https://netny.tv/episodes/currents/catholic-school-teachers-driveby-easter-parade/#.Xo_naF_d32M.twitter … @JessEasthopeTV @CurrentsNews @NETnyTV @catholicschlsbq #COVID19 #EasterParade @BrooklynDiocese #Easter2020,,#NAME?,# #COVID19 #EasterParade #Easter22,1.25E+18,https://twitter.com/BQDiocesePress/status/1248452496122474497
2020-04-10 04:00,Constante40,,0,0,0,Neutral,Let’s do like the British all the unemployed furloughed and students volunteer to go pick up the foods at the farms. Test them for COVID 19 immunity. We have several farms in Miami that are needing the labor. We need the food @realDonaldTrump @RealJamesWoods @glennbeck,,#NAME?,,1.25E+18,https://twitter.com/Constante40/status/1248457903784120321
2020-04-10 04:03,shelby_heary,,0,0,0,Positive,Student's parents celebrate her recovery from COVID-19 with T-shirts http://www.12news.com/article/news/local/valley/students-parents-celebrate-her-recovery-from-covid-19-with-t-shirts/75-e910052e-c67d-429e-8997-4dc11d459079 … via @12News,,@12News,,1.25E+18,https://twitter.com/shelby_heary/status/1248460752928702465
2020-04-10 04:09,BahamasChronic1,,0,0,0,Neutral,BAHAMIAN STUDENTS AT MONROE COLLEGE IN NEW YORK BRIEFED ON BAHAMAS’ RESPONSE TO COVID-19 https://bahamaschronicle.com/bahamian-students-at-monroe-college-in-new-york-briefed-on-bahamas-response-to-covid-19/ …pic.twitter.com/PDAj2Xsp6W,,,,1.25E+18,https://twitter.com/BahamasChronic1/status/1248461472188882949
2020-04-10 04:18,WLTX,,0,5,4,Neutral,Student loan help during the COVID-19 pandemic https://www.wltx.com/article/news/health/coronavirus/student-loan-help-during-the-covid-19-pandemic/89-d0237665-4ab0-4a44-a427-376954163be1 …,,,,1.25E+18,https://twitter.com/WLTX/status/1248462983379869696
2020-04-10 05:09,AuraRS,,0,0,1,Negative,ESL students struggle amidst COVID-19 - EducationNC https://www.ednc.org/how-is-covid-19-affecting-esl-students/ …,,,,1.25E+18,https://twitter.com/AuraRS/status/1248465248907976705
2020-04-10 05:20,JamesQHolden,ericlowens49,0,0,0,Negative,"So the entire world and everyone affected financially by COVID-19 means we are irresponsible for not saving up the money many people can't fathom putting aside for student loan and that's why they accumulate debt. Make a point, or make sense, at least.",,,,1.25E+18,https://twitter.com/JamesQHolden/status/1248478193398374400
2020-04-10 05:40,asianpocunite,,1,8,94,Negative,"Chinese students have BEEN impacted by COVID-19 since January, I have BEEN worried about my dad since January and me and my mother’s safety since January, while kids in my school just made racist jokes, so excuse me if I don’t pat you on the back when you’re crying about prom now",,,,1.25E+18,https://twitter.com/asianpocunite/status/1248480899420712961
2020-04-10 05:49,Heerak4Congress,,0,0,0,Negative,Is it wise to call for retired nurses & doctors who may be at great risk for death due to COVID-19 due to their age & pre-existing conditions (most Older Americans have them!)? Isn't it better to give Provisional RN license to final-year nursing students? https://www.abc15.com/news/region-phoenix-metro/state-leaders-prepare-for-patient-surge-with-more-beds-calls-for-retired-doctors-and-nurses …,,,,1.25E+18,https://twitter.com/Heerak4Congress/status/1248485940365934595
2020-04-10 05:50,Heerak4Congress,,0,0,0,Neutral,"University of Vermont @uvermont is graduating their nursing students early to help with COVID-19! This is what every state should do! Don't activate vulnerable retired nurses & doctors, who can't even get ventilators under TRIAGE, if they get COVID-19!!! https://vtdigger.org/2020/04/09/uvm-nursing-students-to-graduate-early-to-aid-in-coronavirus-fight/ …",,#NAME?,,1.25E+18,https://twitter.com/Heerak4Congress/status/1248488282079428614
2020-04-10 06:32,Rachel_K_Meade,,0,1,2,Negative,"To those still deciding on a #gradschool, ask your interview hosts if PIs at their school are treating their students respectfully during a #pandemic. #redflag #StayHome #COVID19 #phdlife",,,#gradschool #pandemic #redflag #StayHome #COVID19 #phdlife,1.25E+18,https://twitter.com/Rachel_K_Meade/status/1248488476644765698
2020-04-10 06:35,Cleavon_MD,,3,13,48,Positive,This brought a smile to my face. Spread the news!!! Student Debt Forgiveness for Frontline Health Care Workers Act aims to cancel student debt for ALL healthcare workers on the front line of COVID-19 https://www.amny.com/?p=137497863,,,,1.25E+18,https://twitter.com/Cleavon_MD/status/1248499009208999937
2020-04-10 07:15,barrowmanfan4ev,JohnBarrowman,0,0,2,Negative,"His reckless greed may get some of his students or their parents or grandparents killed by COVID19. If that happens, I hope he gets convicted of reckless endangerment and involuntary manslaughter.",,,,1.25E+18,https://twitter.com/barrowmanfan4ev/status/1248499935697223683
2020-04-10 07:18,trendteeshirts,,0,0,0,Positive,Sonja Thornburg made Im Teacher During The Covid19 Pandemic Whats Your Superpower shirt . Me tear up with her touching presentation The Vikings Student Section showed amazing class by encouraging Angi’s volleyball team in a super positive manner. #ImTeach https://trendteeshirts.com/product/im-teacher-during-the-covid19-pandemic-whats-your-superpower-shirt/ …pic.twitter.com/RjM6PErnaS,,,#ImTeach,1.25E+18,https://twitter.com/trendteeshirts/status/1248509792970256384
2020-04-10 07:19,HorrillSusan,,0,0,0,Neutral,Christopher Pincher MP (Minister for Housing): Release students from housing contracts during the Covid-19 crisis. - Sign the Petition! http://chng.it/TdWsfCbd via @UKChange,,#NAME?,,1.25E+18,https://twitter.com/HorrillSusan/status/1248510731726868482
2020-04-10 07:23,Ahighervision,,0,0,0,Positive,"UArizona medical students volunteering to help those in need, check for #COVID-19 symptoms #coronavirushttps://flip.it/3nOW6y",,,#COVID #coronavirushttps,1.25E+18,https://twitter.com/Ahighervision/status/1248510809510162436
2020-04-10 07:45,Ahighervision,,0,0,0,Positive,TTUHSC Medical Students form #COVID-19 Task Force to help healthcare professionals #coronavirushttps://flip.it/JIbknb,,,#COVID #coronavirushttps,1.25E+18,https://twitter.com/Ahighervision/status/1248512015515234304
2020-04-10 07:58,DocTucson,,0,3,5,Negative,“The impact of this COVID-19 crisis is going to be felt most profoundly by the students who are already most vulnerable” Not everyone can write off a school year. https://slate.com/human-interest/2020/04/online-school-remote-learning-inequality-falling-behind.html … via @slate,,#NAME?,,1.25E+18,https://twitter.com/DocTucson/status/1248517442625626112
2020-04-10 08:04,GrandBeautyXJ,,0,0,0,Neutral,China helps its overseas students to return home. #china #COVID_19 pic.twitter.com/tk9NHNe65h,,,#china #COVID_19,1.25E+18,https://twitter.com/GrandBeautyXJ/status/1248520808915283968
2020-04-10 08:05,billfreehomes,,0,0,0,Positive,"RT durham_uni ""On #GoodFriday we're celebrating cranmerhall student & trainee churchofengland vicar, Lisa Lisa is an #NHS chaplain supporting #JamesCookHospital #COVID19 patients by safely connecting them & chaplains of other faiths via her phone… pic.twitter.com/qVbqmaFW4i""",,,#GoodFriday #NHS #JamesCookHospital #COVID19,1.25E+18,https://twitter.com/billfreehomes/status/1248522137075437568
2020-04-10 08:30,GrandBeautyXJ,,0,0,1,Neutral,China advises overseas Chinese people to stay where thy are. China will provide 500000 health kits to overseas Chinese students. #china #Covid_19 pic.twitter.com/YIqVpuv5I7,,,#china #Covid_19,1.25E+18,https://twitter.com/GrandBeautyXJ/status/1248522409453314048
2020-04-10 08:46,divesh_ujinwal,,0,0,1,Neutral,@PMOIndia @airindiain @DrSJaishankar 4 students including me are stuck in Los Angeles/ USA due to covid-19/ pandemic. Requesting govt of India to help. #COVIDー19 #HelpFightCorona,,#NAME?,#COVIDー19 #HelpFightCorona,1.25E+18,https://twitter.com/divesh_ujinwal/status/1248528883474788352
2020-04-10 09:07,alkingpr,,0,0,1,Negative,"Clap outs are nice, but if you really want to support essential workers? Pay them a living wage; forgive student debt; provide high-quality universal healthcare not tied to jobs or income; fix immigration laws so migrant families can work/live in US. #COVID-19.",,,#COVID,1.25E+18,https://twitter.com/alkingpr/status/1248532903354564608
2020-04-10 09:59,shanlonwu,,4,5,27,Negative,What's wrong w/ this picture: UFC shouldn't hold fight events during Covid-19 but Virginia Gov Northam-who is a doctor?-allows Jerry Falwell Jr. to endanger lives of Liberty University students? Btw Falwell seeking trespass charges against reporters.,,,,1.25E+18,https://twitter.com/shanlonwu/status/1248538085442404352
2020-04-10 10:00,stevemacwv,,0,1,0,Neutral,Thank you! WVU and WVSU are requesting and distributing money to students struggling from COVID-19 shutdowns https://www.wvgazettemail.com/coronavirus/wvu-and-wvsu-are-requesting-and-distributing-money-to-students-struggling-from-covid-19-shutdowns/article_fed65bcd-9a31-5bbc-9fd1-b734a38f63ec.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @wvgazettemail,,#NAME?,,1.25E+18,https://twitter.com/stevemacwv/status/1248551244391682049
2020-04-10 09:59,stevemacwv,,0,0,0,Neutral,Fourteen WVU students test positive for COVID-19 https://www.wvgazettemail.com/coronavirus/fourteen-wvu-students-test-positive-for-covid-19/article_ef61f08b-91d9-56dd-92e2-34044f4f51a0.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @wvgazettemail,,#NAME?,,1.25E+18,https://twitter.com/stevemacwv/status/1248551079370985472
2020-04-10 10:11,Gordon_Hogben,,0,0,0,Neutral,@CiscoCollab Classrooms Going Virtual Press Release How @Cisco and @IBM Are Helping Students in Europe Continue Learning Amid COVID-19 Crisis https://lnkd.in/gpKAWc6,,#NAME?,,1.25E+18,https://twitter.com/Gordon_Hogben/status/1248551315816345601
2020-04-10 10:33,RobinCogan,,0,0,0,Positive,A proper tribute to health care workers on the Covid-19 front lines: forgive their student loan debt https://www.statnews.com/2020/04/09/forgive-student-loan-debt-tribute-clinicians-covid-19/ … via @statnews,,#NAME?,,1.25E+18,https://twitter.com/RobinCogan/status/1248554278228197377
2020-04-10 10:34,The74,,0,3,6,Positive,. @Ninacharters: 5 things policymakers can do to help students and families in the weeks and months to come as they allocate $13.5B in stimulus money for K-12 schools #COVID19 https://buff.ly/3b6FxTm pic.twitter.com/uBu9DqrXFG,,#NAME?,#COVID19,1.25E+18,https://twitter.com/The74/status/1248559608689561600
2020-04-10 10:37,CityJournal,,0,2,16,Negative,"Conditions in Baltimore felt dystopian even before #Covid_19. Some 17,000 abandoned homes blight the city; more than 85% of public school students aren’t proficient in math or English; and two of the last four mayors have been convicted of financial fraud. http://cityjourn.al/2USG2ei",,,#Covid_19,1.25E+18,https://twitter.com/CityJournal/status/1248559853259362306
2020-04-10 10:45,BIOLOGYatODU,,0,3,2,Neutral,Dr. Konstantin Cigularov in @ODUPsych is conducting a needs assessment of @ODU students to better understand their current school/work challenges due to the COVID-19 pandemic. The survey is anonymous and approved by the ODU Human Subjects committee. https://odu.co1.qualtrics.com/jfe/form/SV_4YnFf4e2xjk7umN …,,#NAME?,,1.25E+18,https://twitter.com/BIOLOGYatODU/status/1248560637892005888
2020-04-10 10:50,MrJakeMiller,,0,2,1,Negative,"#Students most hurt by #COVID19 school shut down are juniors, not seniors, says @DrJ4College: can't take the SAT, go on college visits, etc. Via @abc27Newshttps://www.abc27.com/news/pennsylvania/education-expert-high-school-juniors-most-impacted-by-school-closures/ …",,#NAME?,#Students #COVID19,1.25E+18,https://twitter.com/MrJakeMiller/status/1248562728505147393
2020-04-10 11:00,GasdNahs,BermudianArt,0,0,2,Neutral,"Responding to Covid-19 & it’s impact on her senior, this local student artist created this piece. https://twitter.com/BermudianArt/status/1248309870438350848 …",,,,1.25E+18,https://twitter.com/GasdNahs/status/1248563902125924352
2020-04-10 11:23,SenatorMcCray,,0,3,12,Positive,"COVID-19 has created a new normal. But this week, our young scholars have embarked on a new challenge of distant learning. Let’s take a moment to embrace the successes of our students, and let’s work twice as hard to remove the challenges. #OurYoungScholarspic.twitter.com/fNEA23uimS",,,#OurYoungScholarspic,1.25E+18,https://twitter.com/SenatorMcCray/status/1248566542415138817
2020-04-10 11:29,USS_NYC,,0,0,0,Negative,"after Chinese New Year celebrants returned to NYU, ie., It’s how NYU knew before spring break it was sending it’s students & Profs on spring break, dispersing it’s Corona Virus/COVId-19 carriers to wherever spring breakers go & that only in middle of spring they would them",,,,1.25E+18,https://twitter.com/USS_NYC/status/1248572290331299841
2020-04-10 11:30,Vondechiii,,0,0,0,Negative,"@JeffreeStar I am a FT substance abuse counselor (health professional), full-time public heath grad student & a small business in NYC. Everything Ive worked on or for has been affected by COVID 19, please help by donating to $Wandeth ( #cashapp). Thank you Kindly #donate",,#NAME?,#cashapp #donate,1.25E+18,https://twitter.com/Vondechiii/status/1248573787165134850
2020-04-10 11:39,ABC11_WTVD,,0,1,5,Neutral,Houston high school students write special letters to hospital heroes amid COVID-19 crisis https://abc11.com/localish/students-write-thank-you-letters-to-healthcare-heroes-/6087406/ …,,,,1.25E+18,https://twitter.com/ABC11_WTVD/status/1248573995043168257
2020-04-10 11:40,sbmalley,,0,0,0,Positive,Good advice all the time. Necessary in COVID-19 “There is no correlation between recall speed and understanding. Students who can come up with answers quickly are not smarter than those who need to think before answering.” https://ihenow.com/2x87BY5,,,,1.25E+18,https://twitter.com/sbmalley/status/1248576295300141056
2020-04-10 11:47,jedrific,,1,0,2,Neutral,Climate Twitter: I've a wonderful grad student writing on eco-fascism and Covid-19. Can you recommend any articles @EricHolthaus @DrKateMarvel @JacquelynGill @ACamp_Bell @DrKWilkinson @leahstokes @MaryHeglar ?,,#NAME?,,1.25E+18,https://twitter.com/jedrific/status/1248576585151676416
2020-04-10 11:49,lightsailed,,0,3,4,Positive,"NEW Book Alert: 'Be a Virus Warrior!' This easy to read guide is for all ages and includes student-friendly information about COVID-19 and tips on how to stay healthy. Plus, it explains why it's important that we all stay home right now! Happy Reading! #stayhome #COVID19 pic.twitter.com/g1snSvhLpp",,,#stayhome #COVID19,1.25E+18,https://twitter.com/lightsailed/status/1248578333698375680
2020-04-10 11:50,mbalter,,1,0,1,Negative,I’ve got 16 journalism students and a number of them are being affected by the pandemic. The fiancé of one student’s sister has just died. The best friend of another student has #COVID19. The father of a third student works for NY’s MTA and is an essential worker.,,,#COVID19,1.25E+18,https://twitter.com/mbalter/status/1248578902106275840
2020-04-10 11:55,gutridget,joncoopertweets,0,0,0,Negative,"Jerry, hope you realize that if any of your students die of COVID-19, you’re likely to be held responsible by their parents and families. https://twitter.com/joncoopertweets/status/1248577627683766278 …",,,,1.25E+18,https://twitter.com/gutridget/status/1248579188275191808
2020-04-10 11:56,OHIOAlumni,,0,0,2,Positive,We are uplifted & inspired by the many ways the @ohiou community is stepping up to help during this crisis (https://bit.ly/3aX7rkU ) and by the hundreds who have contributed to our COVID-19 student emergency fund (https://bit.ly/3e4qCeu )! #BobcatsTakeCarehttps://www.youtube.com/watch?reload=9&v=57dRMQ2Wt0Q&feature=youtu.be …,,#NAME?,#BobcatsTakeCarehttps,1.25E+18,https://twitter.com/OHIOAlumni/status/1248580278093824001
2020-04-10 12:03,Vondechiii,,0,0,0,Negative,"@theestallion I am a full-time substance abuse counselor (health professional), FT public heath grad student and I have a small business. Everything I am working on or for has been affected by COVID 19, please help. $Wandeth #HealthcareHotties Thank you Kindly",,#NAME?,#HealthcareHotties,1.25E+18,https://twitter.com/Vondechiii/status/1248580491197976577
2020-04-10 12:11,WCU,,0,2,10,Neutral,"Join us at 11am for the next edition of ""Catamount Connections"". MPA student Lance Morsell talks with @chriscooperwcu, Professor + Head of the Department of Political Science & Public Affairs, about the government response to the COVID-19 crisis. Tune in: https://youtu.be/Vm5OIoJAnuA pic.twitter.com/xv63BeRQH7",,#NAME?,,1.25E+18,https://twitter.com/WCU/status/1248582455445028870
2020-04-10 12:13,MoCoCouncilMD,,0,2,2,Neutral,"Councilmember @Andrew_Friedson and @montgomerycoll President, @DrPollard_MC are hosting a Facebook Live event to discuss COVID-19 and how the county and college are meeting the needs of the students and residents this morning at 10 a.m. pic.twitter.com/KKOVeQ0viH",,#NAME?,,1.25E+18,https://twitter.com/MoCoCouncilMD/status/1248584269007593473
2020-04-10 12:14,Ahighervision,,0,0,0,Neutral,Clemson Students Threw Party with 100 Despite COVID-19 Crisis #coronavirushttps://www.campussafetymagazine.com/news/clemson-students-threw-party-with-100-despite-covid-19-crisis/ …,,,#coronavirushttps,1.25E+18,https://twitter.com/Ahighervision/status/1248584929451048963
2020-04-10 12:15,cni_org,cni_org,0,1,0,Neutral,"REMINDER: #cni20s CFP on pressing issues re. #covid19 crisis, e.g. #research continuity, suddenly remote students, #open, tech #equity, #3D printing to support manufacturing shortfalls, etc. Discuss struggles, solutions, ideas w/ the CNI community. @ARLnews @educause #higheredhttps://twitter.com/cni_org/status/1245389406741114881 …",,#NAME?,#cni2s #covid19 #research #open #equity #3D #higheredhttps,1.25E+18,https://twitter.com/cni_org/status/1248585266736050176
2020-04-10 12:16,ED_Sped_Rehab,,2,45,61,Positive,"With a shift to distance learning due to #COVID19, groups that advocate for and support children with disabilities collaborated to launch a site with curated tools, strategies, tips and best practices for supporting students with disabilities online. http://Educatingalllearners.org",,,#COVID19,1.25E+18,https://twitter.com/ED_Sped_Rehab/status/1248585500807618561
2020-04-10 12:17,splalwani,,1,9,19,Positive,"For IR & security professors, #COVID19 doesn’t mean an end to teaching. If you’re struggling to keep students at home engaged, try the flexible version of @StimsonCenter @nuclearlearning free online course! You can assign any video lecture at http://www.nuclearlearning.org/courses/ungated !",,#NAME?,#COVID19,1.25E+18,https://twitter.com/splalwani/status/1248585683243012096
2020-04-10 12:20,JHUNursing,,0,3,16,Neutral,"From DNP- #FNP student @ninabballen: We work in pediatrics, but have been floated as Safety Officers on the adult side, helping colleagues don and doff #PPE in the bio-contained units. Stay Safe! #COVID19 pic.twitter.com/2DXXycJXg4",,#NAME?,#FNP #PPE #COVID19,1.25E+18,https://twitter.com/JHUNursing/status/1248585771797233664
2020-04-10 12:27,Ahighervision,,0,0,0,Negative,Colleges must respond to #COVID-19 pressures by changing what they offer to students (opinion) #coronavirushttps://www.insidehighered.com/views/2020/04/10/colleges-must-respond-covid-19-pressures-changing-what-they-offer-students-opinion …,,,#COVID #coronavirushttps,1.25E+18,https://twitter.com/Ahighervision/status/1248586680803700736
2020-04-10 12:28,BeyondBreakfast,TIME,0,0,6,Positive,Incredible profile of our #essential school #foodservice workers. Amazing piece featuring Yolanda Fisher of @DallasISDFood. We are so proud of all of the work our #SchoolLunch #Heroes are doing every day to serve their students during #COVID19. https://twitter.com/TIME/status/1248218546456244225 …,,#NAME?,#essential #foodservice #SchoolLunch #Heroes #COVID19,1.25E+18,https://twitter.com/BeyondBreakfast/status/1248588369434685440
2020-04-10 12:31,MedicineUVA,,0,1,4,Neutral,Moving the School of Medicine Online | Learn more: https://at.virginia.edu/2UVkbTw | #uva #uvahealth #uvaschoolofmedicine #MedEd #onlineteaching #onlinelearning #onlineclasses #students #teaching #coronavirus #COVID19 #newmethods | @uvahealthnewspic.twitter.com/t1bY0ZPqNO,,#NAME?,#uva #uvahealth #uvaschoolofmedicine #MedEd #onlineteaching #onlinelearning #onlineclasses #students #teaching #coronavirus #COVID19 #newmethods,1.25E+18,https://twitter.com/MedicineUVA/status/1248588573911257088
2020-04-10 12:33,heretoherebx,CUNY,0,4,7,Neutral,. @CUNY has launched a vital new Chancellor’s Emergency Relief Fund to support students facing financial hardship during the COVID-19 crisis. Watch this video to learn how you can help. https://twitter.com/CUNY/status/1247962414122852352 …,,#NAME?,,1.25E+18,https://twitter.com/heretoherebx/status/1248589380828246017
2020-04-10 12:38,dubvNOW,,0,0,1,Neutral,Coronavirus Update: 14 WVU students testing positive for COVID-19 https://wvpress.org/breaking-news/coronavirus-update-14-wvu-students-testing-positive-for-covid-19/?2Lhbb …,,,,1.25E+18,https://twitter.com/dubvNOW/status/1248589965367353345
2020-04-10 12:40,drantbradley,CNBC,5,2,36,Negative,Preschoolers have Zoom classes?There will be an entire generation of kids who are going to hate online education because of the trauma associated w/ #covid19. We’re also now learning that college students value college for relationships after all. They’re paying *for* connection. https://twitter.com/CNBC/status/1248587466489110528 …,,,#covid19,1.25E+18,https://twitter.com/drantbradley/status/1248591297407070209
2020-04-10 12:45,acapt2,,0,7,7,Neutral,"PT faculty & #DPT students: Please participate by Saturday, April 18 in this global PT education survey related to COVID-19. Teachers/faculty survey: https://docs.google.com/forms/d/e/1FAIpQLSezoHYXzQma_5XbEhEPtRrBvISdo0VI27oI7NQ9Q5DwUFxlGA/viewform … Student survey: https://docs.google.com/forms/d/e/1FAIpQLScfT2_Ep3uoz4KJeImCcBcM-18FB1EDpIXVj3TrGjM8wwEDEQ/viewform …",,,#DPT,1.25E+18,https://twitter.com/acapt2/status/1248591741919416323
2020-04-10 12:47,DantesPartners,,1,0,3,Positive,We were happy to donate to the DC Education Equity Fund to provide DC students with the resources needed to transition to distance learning during #COVID19. Visit https://www.dcedequity.org/ to donate now and support DC students!,,,#COVID19,1.25E+18,https://twitter.com/DantesPartners/status/1248592978475724802
2020-04-10 12:53,jrobinsonphd,socialkerryn,0,0,4,Neutral,For all of my former students in the Doing Business in South Africa course @RutgersBSchool - This tweet from @socialkerryn references an article about places we visited. #COVID19 impacts everyone everywhere. #DBISA #RBSinSAhttps://twitter.com/socialkerryn/status/1248471223064915976 …,,#NAME?,#COVID19 #DBISA #RBSinSAhttps,1.25E+18,https://twitter.com/jrobinsonphd/status/1248593409637523457
2020-04-10 12:58,EAB,,0,0,0,Neutral,"Just as #enrollment teams were moving into ""crunch time"" to solidify their fall classes, #COVID19 struck. See the yield strategies enrollment leaders can use to convince admitted students to enroll, despite a global pandemic. #EMchathttps://bit.ly/2yzxSyE",,,#enrollment #COVID19 #EMchathttps,1.25E+18,https://twitter.com/EAB/status/1248594833494564864
2020-04-10 13:00,TwoTigersonemo1,,0,0,0,Negative,Repatriation of over 1.4 million Chinese students stranded abroad by Covid-19 creates dilemma http://twotigersonemountain.com/2020/04/10/repatriation-of-over-1-4-million-chinese-students-stranded-abroad-by-covid-19-creates-dilemma/ …,,,,1.25E+18,https://twitter.com/TwoTigersonemo1/status/1248596121582276608
2020-04-10 13:00,ckochfoundation,,0,1,1,Negative,Classroom instruction around the world has been upended by #COVID19. Organizations like @OpenStax are working to empower students and professors. https://bit.ly/2X3nDNp,,#NAME?,#COVID19,1.25E+18,https://twitter.com/ckochfoundation/status/1248596595618258946
2020-04-10 13:01,RebaZ,,0,0,0,Positive,"Pretty cool! Students at the University of Pennsylvania are recreating their campus on ""Minecraft"" after COVID-19 ended their semester early. Take a look at some of their incredible work. https://lnkd.in/eWKNJKM",,,,1.25E+18,https://twitter.com/RebaZ/status/1248596609644052480
2020-04-10 13:02,parentcenterhub,,0,2,0,Neutral,Videos to help parents and guardians use effective practices to teach students at home due to COVID-19- from educational experts at MCPER #VirtualLearning [VIDEOS] https://www.meadowscenter.org/library/resource/helping-your-kid-with …,,,#VirtualLearning,1.25E+18,https://twitter.com/parentcenterhub/status/1248596932387315717
2020-04-10 13:03,AACNursing,,0,1,2,Neutral,"As the fight against #COVID19 continues, many schools are considering a pass/no pass credit option for students. Join us today at 12:00 PM (ET) and hear insights from leadership and faculty at @rosemanuhs: https://bit.ly/3b58RKk pic.twitter.com/5gG16PlLgS",,#NAME?,#COVID19,1.25E+18,https://twitter.com/AACNursing/status/1248597096716021760
2020-04-10 13:04,teachingmatters,,0,0,0,Neutral,The way students are learning is rapidly changing in the wake of #COVID19. @Llauren explains how to ensure #EdEquity is top of mind in @EdDiveK12:https://bit.ly/34co9u0,,#NAME?,#COVID19 #EdEquity,1.25E+18,https://twitter.com/teachingmatters/status/1248597353541652480
2020-04-10 13:08,AdvocacyInst,,0,4,5,Neutral,6 ways to support students with disabilities during COVID-19 school closures https://www.nwea.org/blog/2020/6-ways-to-support-students-with-disabilities/#.XpBut9HP9x8.twitter …,,,#,1.25E+18,https://twitter.com/AdvocacyInst/status/1248597607737225216
2020-04-10 13:04,EastCarolina,,0,2,8,Positive,#PirateStrong | Student Emergency Funds How does #PirateNation #PaintItPurple? By helping students facing financial challenges and other hardships because of #COVID19 Learn how @piratealumni and donors have raised nearly $50K to help students https://fal.cn/37vDH,,#NAME?,#PirateStrong #PirateNation #PaintItPurple #COVID19,1.25E+18,https://twitter.com/EastCarolina/status/1248597602217660416
2020-04-10 13:08,Supertalk929,,0,0,0,Neutral,"ETSU initiative ""Bucs Help Bucs"" underway to provide relief to students during the COVID-19 pandemic - Read More: https://is.gd/PgAX8O pic.twitter.com/hV2WLVpVaV",,,,1.25E+18,https://twitter.com/Supertalk929/status/1248598633034858497
2020-04-10 13:09,Indedotcom,,0,1,3,Positive,"Music teachers are adjusting to teaching their students via online via Zoom, Skype and Facebook due to COVID-19. https://www.indeonline.com/news/20200410/music-teachers-adjusting-to--online-lessons-during-coronavirus …",,,,1.25E+18,https://twitter.com/Indedotcom/status/1248598814103089152
2020-04-10 13:19,DeanTommyTips,,0,0,0,Neutral,"Utah becomes the first state to propose an emergency diploma privilege as a result of COVID-19. With some caveats and conditions, students could become lawyers in Utah without ever taking the bar exam. #barexam2020http://ow.ly/KUS250zaTXs",,,#barexam22http,1.25E+18,https://twitter.com/DeanTommyTips/status/1248598996450500609
2020-04-10 13:09,tsmarkley,,0,1,5,Neutral,How is COVID-19 affecting ESL students? https://www.ednc.org/how-is-covid-19-affecting-esl-students/ … via @EducationNC,,#NAME?,,1.25E+18,https://twitter.com/tsmarkley/status/1248598894512156673
2020-04-10 13:24,policypodcasts,,0,3,2,Neutral,"New episode of the #CafeteriaPod: @wburkewh, @tsterndc, and @Andrea_Risotto explore the connection between #COVID19 and the response to climate change. Plus @DrMikeHansen answers a student’s question about policy proposals for free college. https://directory.libsyn.com/episode/index/show/brookingscafeteriapodcast/id/13919882 …",,#NAME?,#CafeteriaPod #COVID19,1.25E+18,https://twitter.com/policypodcasts/status/1248601518695120898
